Date,Time,StationName,StationCode,Latitude,Longitude,GroupName,SampleId,SampleDepth,Air temperature,Air temperature Code,Air temperature Tier,Air temperature Units,Air temperature Problem,Air temperature Qualifier,Alkalinity,Alkalinity Code,Alkalinity Tier,Alkalinity Units,Alkalinity Problem,Alkalinity Qualifier,Ammonia-nitrogen,Ammonia-nitrogen Code,Ammonia-nitrogen Tier,Ammonia-nitrogen Units,Ammonia-nitrogen Problem,Ammonia-nitrogen Qualifier,Bacteria (E.Coli) Blank,Bacteria (E.Coli) Blank Code,Bacteria (E.Coli) Blank Tier,Bacteria (E.Coli) Blank Units,Bacteria (E.Coli) Blank Problem,Bacteria (E.Coli) Blank Qualifier,Bacteria (E.Coli),Bacteria (E.Coli) Code,Bacteria (E.Coli) Tier,Bacteria (E.Coli) Units,Bacteria (E.Coli) Problem,Bacteria (E.Coli) Qualifier,Bacteria Incubation Temperature,Bacteria Incubation Temperature Code,Bacteria Incubation Temperature Tier,Bacteria Incubation Temperature Units,Bacteria Incubation Temperature Problem,Bacteria Incubation Temperature Qualifier,Bacteria Incubation Time,Bacteria Incubation Time Code,Bacteria Incubation Time Tier,Bacteria Incubation Time Units,Bacteria Incubation Time Problem,Bacteria Incubation Time Qualifier,Chlorophyll a;b;c,Chlorophyll a;b;c Code,Chlorophyll a;b;c Tier,Chlorophyll a;b;c Units,Chlorophyll a;b;c Problem,Chlorophyll a;b;c Qualifier,Chlorophyll a,Chlorophyll a Code,Chlorophyll a Tier,Chlorophyll a Units,Chlorophyll a Problem,Chlorophyll a Qualifier,Conductivity,Conductivity Code,Conductivity Tier,Conductivity Units,Conductivity Problem,Conductivity Qualifier,Dissolved oxygen % Sat,Dissolved oxygen % Sat Code,Dissolved oxygen % Sat Tier,Dissolved oxygen % Sat Units,Dissolved oxygen % Sat Problem,Dissolved oxygen % Sat Qualifier,Dissolved oxygen,Dissolved oxygen Code,Dissolved oxygen Tier,Dissolved oxygen Units,Dissolved oxygen Problem,Dissolved oxygen Qualifier,Enterococcus Blank,Enterococcus Blank Code,Enterococcus Blank Tier,Enterococcus Blank Units,Enterococcus Blank Problem,Enterococcus Blank Qualifier,Enterococcus,Enterococcus Code,Enterococcus Tier,Enterococcus Units,Enterococcus Problem,Enterococcus Qualifier,Nitrate-nitrogen,Nitrate-nitrogen Code,Nitrate-nitrogen Tier,Nitrate-nitrogen Units,Nitrate-nitrogen Problem,Nitrate-nitrogen Qualifier,Nitrite,Nitrite Code,Nitrite Tier,Nitrite Units,Nitrite Problem,Nitrite Qualifier,Nitrite-nitrate,Nitrite-nitrate Code,Nitrite-nitrate Tier,Nitrite-nitrate Units,Nitrite-nitrate Problem,Nitrite-nitrate Qualifier,Orthophosphate,Orthophosphate Code,Orthophosphate Tier,Orthophosphate Units,Orthophosphate Problem,Orthophosphate Qualifier,pH,pH Code,pH Tier,pH Units,pH Problem,pH Qualifier,Salinity,Salinity Code,Salinity Tier,Salinity Units,Salinity Problem,Salinity Qualifier,Total Depth,Total Depth Code,Total Depth Tier,Total Depth Units,Total Depth Problem,Total Depth Qualifier,Total Dissolved Solids,Total Dissolved Solids Code,Total Dissolved Solids Tier,Total Dissolved Solids Units,Total Dissolved Solids Problem,Total Dissolved Solids Qualifier,Total Kjeldahl Nitrogen,Total Kjeldahl Nitrogen Code,Total Kjeldahl Nitrogen Tier,Total Kjeldahl Nitrogen Units,Total Kjeldahl Nitrogen Problem,Total Kjeldahl Nitrogen Qualifier,Total Nitrogen Blank,Total Nitrogen Blank Code,Total Nitrogen Blank Tier,Total Nitrogen Blank Units,Total Nitrogen Blank Problem,Total Nitrogen Blank Qualifier,Total Nitrogen,Total Nitrogen Code,Total Nitrogen Tier,Total Nitrogen Units,Total Nitrogen Problem,Total Nitrogen Qualifier,Total Phosphorus Blank,Total Phosphorus Blank Code,Total Phosphorus Blank Tier,Total Phosphorus Blank Units,Total Phosphorus Blank Problem,Total Phosphorus Blank Qualifier,Total Phosphorus,Total Phosphorus Code,Total Phosphorus Tier,Total Phosphorus Units,Total Phosphorus Problem,Total Phosphorus Qualifier,Total Suspended Solids,Total Suspended Solids Code,Total Suspended Solids Tier,Total Suspended Solids Units,Total Suspended Solids Problem,Total Suspended Solids Qualifier,Water Clarity,Water Clarity Code,Water Clarity Tier,Water Clarity Units,Water Clarity Problem,Water Clarity Qualifier,Water temperature,Water temperature Code,Water temperature Tier,Water temperature Units,Water temperature Problem,Water temperature Qualifier,Cloud Cover,Other Comments,Other Conditions,Rainfall Within 48 Hours,Rainfall,Sea State,Stream Flow,Tidal Stage,Water Color Description,Water Color,Water Odor Description,Water Odor,Water Surfaces,Weather Conditions Day Before Yesterday,Weather Conditions Today,Weather Conditions Yesterday,Wind Direction,Wind Speed,Comments
4/7/18,10:00:00,15,CWT.15,37.3306,-77.7275,Chesterfield WaterTrends,1,,7.3,AT.2,2,deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Debris,,,,High,,Light brown,Normal,,,,,Intermittent rain,Partly cloudy,,,
1/24/18,9:15:00,OL1,HAWQS.OsborneLanding,37.40235,-77.38779,Henrico Area Water Quality Samplers,1,,7.4,AT.2,2,deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High Tide,,,0.48,,,,clear,,Natural,,,,Sunny,,,,
1/30/18,14:50:00,45,CWT.45,37.4796,-77.6884,Chesterfield WaterTrends,1,,7.4,AT.2,2,deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/18,11:20:00,NR2,HAWQS.NR2,37.62927,-77.47679,Henrico Area Water Quality Samplers,1,,7.4,AT.2,2,deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Heavy rainfall in recent days, tire moved downstream to new debris pile, high water levels today",,,0.01,,,,brown,,none,,,,Overcast,,,,
12/22/18,16:53:00,TCP1,HAWQS.TCP1,37.623385,-77.39026,Henrico Area Water Quality Samplers,1,,7.4,AT.2,2,deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ducks, some fish action (top water), lots of plastic bottles near the bank, more than 9 bottles",,,0.01,,,,"clear, brown but bottom is muddy brown, giving it a brown look",,,,,,,,,,1.15hours
2/15/17,12:01:00,TOT4,ACB.TOT4,37.8860358,-76.7362806,Alliance for the Chesapeake Bay,1,0.3,7.5,AT.2,2,deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,DO.1,2,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.41,PH.1,2,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,WC.4,1,cm,,,7,WT.2,2,deg C,,,,,,,8.92,,Normal,,,Normal,,,Ripple,,Overcast,,,,
12/6/17,11:29:00,TOT2,ACB.TOT2,37.9260343,-76.7090797,Alliance for the Chesapeake Bay,1,0.3,7.5,AT.2,2,deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8,DO.1,2,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.22,PH.1,2,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,WC.4,1,cm,,,9,WT.2,2,deg C,,,,,,,0,,Normal,,,Normal,,,Ripple,,Overcast,,,,
1/24/18,9:35:00,OL2,HAWQS.OL2,37.404078,-77.391027,Henrico Area Water Quality Samplers,1,,7.5,AT.2,2,deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High Tide,,,0.48,,,,muddy,,Natural,,,,Sunny,,,,
3/17/18,10:30:00,WL1,HAWQS.WL1,37.65998,-77.57763,Henrico Area Water Quality Samplers,1,,7.5,AT.2,2,deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overcast (>90%),"Lots of birds, ex: ducks, water moving in opposite usual direction-wind?",,,0,,,,green brown,,"Natural, faint feces smell",,,,Partly cloudy,,,,
3/23/18,12:47:00,TOT2,ACB.TOT2,37.9260343,-76.7090797,Alliance for the Chesapeake Bay,1,,7.5,AT.2,2,deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very Windy,,8.13,31.24,,Normal,Outgoing (ebb),,Normal,,,Waves,,Sunny,,,,
4/10/18,9:10:00,41,CWT.41,37.4865,-77.6403,Chesterfield WaterTrends,1,,7.6,AT.2,2,deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overcast (>90%),,,0.07,,,Low,,Clear,Normal,,None,Calm,Partly cloudy,Sunny,Intermittent rain,,,
12/19/18,11:45:00,JOR1,ACB.JOR1,37.597255,-77.473902,Riverine Master Naturalists,1,,7.6,AT.2,2,deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partially cloudy (10-50%),,,0,0.4,,Normal,,green,Abnormal,,,Ripple,Partly cloudy,Partly cloudy,Partly cloudy,,,
12/13/16,11:15:00,EL2,HAWQS.EL2,37.67443,-77.5481,Henrico Area Water Quality Samplers,1,,7.7,AT.2,2,deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0 in,,,,,brown,,Natural,,,,Partly cloudy,,,,Coliscan sample did not gel properly.
3/9/18,14:45:00,JP,ACB.JP,38.3638905,-77.1422058,Caledon State Park,1,,7.9,AT.2,2,deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,light breeze; severe wind storm 1 week before,,,8.9,,Normal,Outgoing (ebb),,Normal,,,Ripple,,Partly cloudy,,,,"For the Dissolved Oxygen Sodium Thiosulfate Check (mg/L), the data that were input were 9.1 and 10, which are not within 0.4 mg/L of each other."
1/27/17,10:30:00,STN01,ACB.STN01,37.52828,-77.39319,Alliance for the Chesapeake Bay,1,0.3,8,AT.2,2,deg C,,,,,,,,,0.157,NH4N.1,2,mg/L,,,,,,,,,36,ECOLI.4,2,MPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,DO.1,2,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,PH.1,2,SU,,,,,,,,,0.1,TD.1,1,M,,,,,,,,,,,,,,,,,,,,,2.03,TN.1,2,mg/L,,,,,,,,,,,,,,,3,TSS.1,2,mg/L,,,120,WC.4,1,cm,,>,7.5,WT.2,2,deg C,,,,,,,44.45,,High,,,Normal,,,Ripple,,Partly Cloudy,,,,
2/3/17,9:30:00,UB4,ACB.UB4,37.59963,-77.48641,Alliance for the Chesapeake Bay,1,0.3,8,AT.2,2,deg C,,,,,,,,,,,,,,,,,,,,,33,ECOLI.1,1,CFU/100mL,,,39,ECOLI.3,1,deg C,,,36,ECOLI.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8,DO.1,2,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.62,PH.1,2,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,WC.4,1,cm,,,5,WT.2,2,deg C,,,,,,0,0,,Low,,,Normal,,,Calm,,Overcast,,,,
2/15/17,12:47:00,TOT3,ACB.TOT3,37.9236345,-76.7206799,Alliance for the Chesapeake Bay,1,0.3,8,AT.2,2,deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,DO.1,2,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.66,PH.1,2,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,WC.4,1,cm,,,6.5,WT.2,2,deg C,,,,,,,8.92,,Normal,,,Normal,,,Ripple,,Overcast,,,,
3/3/17,9:00:00,UB4,ACB.UB4,37.59963,-77.48641,Alliance for the Chesapeake Bay,1,0.3,8,AT.2,2,deg C,,,,,,,,,,,,,,,,,,,,,33,ECOLI.1,1,CFU/100mL,,,38,ECOLI.3,1,deg C,,,48,ECOLI.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,DO.1,2,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,PH.1,2,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,WC.4,1,cm,,,13.5,WT.2,2,deg C,,,,,,0,0,,Normal,,,Normal,,,Calm,,Sunny,,,,
3/3/17,9:30:00,UB3,ACB.UB3,37.60303,-77.45975,Alliance for the Chesapeake Bay,1,0.3,8,AT.2,2,deg C,,,,,,,,,,,,,,,,,,,,,33,ECOLI.1,1,CFU/100mL,,,38,ECOLI.3,1,deg C,,,48,ECOLI.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2,DO.1,2,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,PH.1,2,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,WC.4,1,cm,,,13,WT.2,2,deg C,,,,,,0,0,,Normal,,,Normal,,,Ripple,,Partly Cloudy,,,,WINDY
12/6/17,10:25:00,TOT3,ACB.TOT3,37.9236345,-76.7206799,Alliance for the Chesapeake Bay,1,0.3,8,AT.2,2,deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,DO.1,2,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.34,PH.1,2,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,WC.4,1,cm,,,9,WT.2,2,deg C,,,,,,,0,,Normal,,,Normal,,,Ripple,,Overcast,,,,
12/11/17,10:00:00,EL1,HAWQS.EL1,37.67076,-77.54776,Henrico Area Water Quality Samplers,1,,8,AT.2,2,deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snow on ground,,,,,,,clear,,none,,,,Sunny,,,,
1/24/18,9:50:00,TOT4,ACB.TOT4,37.8860358,-76.7362806,Alliance for the Chesapeake Bay,1,,8,AT.2,2,deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7,,Normal,Outgoing (ebb),,Normal,,,Ripple,,Sunny,,,,
2/19/18,10:02:00,TOT4,ACB.TOT4,37.8860358,-76.7362806,Alliance for the Chesapeake Bay,1,,8,AT.2,2,deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.48,,Normal,Low,,Normal,,,Ripple,,Overcast,,,,
3/10/18,0:15:00,JB1,HAWQS.JB1,37.58861,-77.49361,Henrico Area Water Quality Samplers,1,,8,AT.2,2,deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lots of trash; fresh greens on hawks nest! Max found an animal skull on other side of walking path,,,0,,,,clear,,Natural,,,,Overcast,,,,
3/10/18,12:15:00,JB1,HAWQS.JB1,37.58861,-77.49361,Henrico Area Water Quality Samplers,1,,8,AT.2,2,deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overcast (>90%),lots of trash; fresh greens on hawk nest! Max found an animals skull on other side of walking path,,0,,,Normal,,clear,Normal,natural,Earthy,,Partly cloudy,Overcast,Partly cloudy,,,1.5
3/11/18,0:08:00,TB,ACB.TB,37.62339,-77.47886,Riverine Master Naturalists,1,,8,AT.2,2,deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14.73,,Low,,Clear with Brownish Tint,Normal,,,Ripple,,Overcast,,,,
3/23/18,12:07:00,LILTOT,ACB.LILTOT,37.9262344,-76.7199799,Alliance for the Chesapeake Bay,1,,8,AT.2,2,deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very windy,,8.13,31.24,,Normal,Outgoing (ebb),,Normal,,,Ripple,,Sunny,,,,
4/11/18,9:22:00,3,CWT.3,37.4917,-77.6429,Chesterfield WaterTrends,1,,8,AT.2,2,deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overcast (>90%),Leaves and tree limbs,Debris,0,0,,Low,,Clear,Normal,,None,Calm,Intermittent rain,Overcast,Sunny,,,
11/29/18,12:55:00,TCP1,HAWQS.TCP1,37.623385,-77.39026,Henrico Area Water Quality Samplers,1,,8,AT.2,2,deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"cold, small amount of ice near shore. Some debris (fishing bobber), mallard ducks around 5+, windy, normal level",,,0,,,,"murky, clear in bucket",,natural,,,,Sunny,,,,
12/7/18,10:58:00,CP4,ACB.CP4,37.98388889,-76.80944444,Chesapeake Bay Governor's School,1,,8,AT.2,2,deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"windy, cold",,0,0,,High,Low,Brown,Normal,,,Ripple,,Sunny,,,,3.5 with 4 Chesapeake Bay Governor's School students
3/20/16,10:00:00,EL2,HAWQS.EL2,37.67443,-77.5481,Henrico Area Water Quality Samplers,1,,8.1,AT.2,2,deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08 in,,,,Brown,,Natural,Other,,,Overcast,,,,
3/9/18,13:55:00,CM2,ACB.CM2,38.3438051,-77.170389,Caledon State Park,1,,8.1,AT.2,2,deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brisk wind, severe wind storm 1 week before",,,8.9,,High,Outgoing (ebb),,Normal,,,Ripple,,Partly cloudy,,,,"For the Dissolved Oxygen Sodium Thiosulfate Check (mg/L), two entered data were 9.1 and 10.0; the results are not within 0.4 mg/L.
Volunteer has frequently input ""0.3 m"" for the total depth, but it is not correct and isn't written on paper either."
2/3/18,16:15:00,TB,ACB.TB,37.62339,-77.47886,Riverine Master Naturalists,1,,8.2,AT.2,2,deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clear,,,2.54,38.08,,Normal,,Clear,Normal,,,Calm,,Sunny,,,,pre sample meter check 10.01 and post sample meter check 10.01 are not within 0.2 of each other.
3/5/17,15:45:00,SR1,HAWQS.SR1,37.54424,-77.36193,Henrico Area Water Quality Samplers,1,,8.3,AT.2,2,deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,broken down cherry picker truck on site; 20 yards away from water; smell of oil and oil observed on ground underneath the truck. More litter present than last month.,,0,,,,,green,,,None,,,Sunny,,,,
12/11/17,11:00:00,JB1,HAWQS.JB1,37.58861,-77.49361,Henrico Area Water Quality Samplers,1,,8.3,AT.2,2,deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snow on ground,,,0,,,,clear,,Natural,,,,Sunny,,,,
12/21/17,13:15:00,PRC01,ACB.PRC01,37.59697,-77.46902,Alliance for the Chesapeake Bay,1,,8.3,AT.2,2,deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,little fingerling fish present,,,0,,Low,,mostly clear,Normal,,,Calm,,Sunny,,,,"DDean 2.5 hours, MShaw 2 hours"
